,doi,tweets,archive,subject-area,covid,title,authors,posted
43,10.1101/2021.04.30.442032,13,bioRxiv,Genomics,False,Ultraspecific somatic SNV and indel detection in single neurons using primary template-directed amplification,"[{'ORCID': 'http://orcid.org/0000-0001-6968-9043', 'authenticated-orcid': False, 'given': 'Lovelace J.', 'family': 'Luquette', 'sequence': 'first', 'affiliation': []}, {'given': 'Michael B.', 'family': 'Miller', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zinan', 'family': 'Zhou', 'sequence': 'additional', 'affiliation': []}, {'given': 'Craig L.', 'family': 'Bohrson', 'sequence': 'additional', 'affiliation': []}, {'given': 'Alon', 'family': 'Galor', 'sequence': 'additional', 'affiliation': []}, {'given': 'Michael A.', 'family': 'Lodato', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-4728-8203', 'authenticated-orcid': False, 'given': 'Charles', 'family': 'Gawad', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jay', 'family': 'West', 'sequence': 'additional', 'affiliation': []}, {'given': 'Christopher A.', 'family': 'Walsh', 'sequence': 'additional', 'affiliation': []}, {'given': 'Peter J.', 'family': 'Park', 'sequence': 'additional', 'affiliation': []}]",2021-05-01
44,10.1101/2021.05.01.442256,12,bioRxiv,Zoology,False,Terrestrial force production by the limbs of a semi-aquatic salamander provides insight into the evolution of terrestrial locomotor mechanics,"[{'ORCID': 'http://orcid.org/0000-0002-1856-5566', 'authenticated-orcid': False, 'given': 'Sandy M.', 'family': 'Kawano', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-5026-343X', 'authenticated-orcid': False, 'given': 'Richard W.', 'family': 'Blob', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
45,10.1101/2021.04.29.441691,12,bioRxiv,Bioinformatics,False,Factorization-based Imputation of Expression in Single-cell Transciptomic Analysis (FIESTA) recovers Gene-Cell-State relationships,"[{'given': 'Elnaz Mirzaei', 'family': 'Mehrabad', 'sequence': 'first', 'affiliation': []}, {'given': 'Aditya', 'family': 'Bhaskara', 'sequence': 'additional', 'affiliation': []}, {'given': 'Benjamin T.', 'family': 'Spike', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
46,10.1101/2021.04.27.21256212,12,medRxiv,Epidemiology,False,Mapping the plague through natural language processing,"[{'ORCID': 'http://orcid.org/0000-0001-8341-4011', 'authenticated-orcid': False, 'given': 'Fabienne', 'family': 'Krauer', 'sequence': 'first', 'affiliation': []}, {'given': 'Boris V.', 'family': 'Schmid', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
47,10.1101/2021.05.05.442742,12,bioRxiv,Genomics,True,"Sequencing SARS-CoV-2 in a malaria research laboratory in Mali, West Africa: the road to sequencing the first SARS-CoV-2 genome in Mali","[{'ORCID': 'http://orcid.org/0000-0002-7739-4437', 'authenticated-orcid': False, 'given': 'Antoine', 'family': 'Dara', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-3419-5972', 'authenticated-orcid': False, 'given': 'Bourema', 'family': 'Kouriba', 'sequence': 'additional', 'affiliation': []}, {'given': 'Amadou', 'family': 'Daou', 'sequence': 'additional', 'affiliation': []}, {'given': 'Abdoul Karim', 'family': 'Sangare', 'sequence': 'additional', 'affiliation': []}, {'given': 'Djibril', 'family': 'Kassogue', 'sequence': 'additional', 'affiliation': []}, {'given': 'Charles', 'family': 'Dara', 'sequence': 'additional', 'affiliation': []}, {'given': 'Abdoulaye', 'family': 'Djimde', 'sequence': 'additional', 'affiliation': []}]",2021-05-05
48,10.1101/2021.05.02.442327,12,bioRxiv,Neuroscience,False,Effects of gestational age at birth on perinatal structural brain development in healthy term-born babies,"[{'ORCID': 'http://orcid.org/0000-0001-5778-9899', 'authenticated-orcid': False, 'given': 'Oliver', 'family': 'Gale-Grant', 'sequence': 'first', 'affiliation': []}, {'given': 'Sunniva', 'family': 'Fenn-Moltu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Lucas', 'family': 'França', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ralica', 'family': 'Dimitrova', 'sequence': 'additional', 'affiliation': []}, {'given': 'Daan', 'family': 'Christaens', 'sequence': 'additional', 'affiliation': []}, {'given': 'Lucilio', 'family': 'Cordero-Grande', 'sequence': 'additional', 'affiliation': []}, {'given': 'Andrew', 'family': 'Chew', 'sequence': 'additional', 'affiliation': []}, {'given': 'Shona', 'family': 'Falconer', 'sequence': 'additional', 'affiliation': []}, {'given': 'Nicholas', 'family': 'Harper', 'sequence': 'additional', 'affiliation': []}, {'given': 'Anthony N', 'family': 'Price', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jana', 'family': 'Hutter', 'sequence': 'additional', 'affiliation': []}, {'given': 'Emer', 'family': 'Hughes', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-8033-6959', 'authenticated-orcid': False, 'given': 'Jonathan', 'family': 'O’Muircheartaigh', 'sequence': 'additional', 'affiliation': []}, {'given': 'Mary', 'family': 'Rutherford', 'sequence': 'additional', 'affiliation': []}, {'given': 'Serena J', 'family': 'Counsell', 'sequence': 'additional', 'affiliation': []}, {'given': 'Daniel', 'family': 'Rueckert', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6305-9710', 'authenticated-orcid': False, 'given': 'Chiara', 'family': 'Nosarti', 'sequence': 'additional', 'affiliation': []}, {'given': 'Joseph V', 'family': 'Hajnal', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-4466-2343', 'authenticated-orcid': False, 'given': 'Grainne', 'family': 'McAlonan', 'sequence': 'additional', 'affiliation': []}, {'given': 'Tomoki', 'family': 'Arichi', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-4801-7066', 'authenticated-orcid': False, 'given': 'A David', 'family': 'Edwards', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-2097-979X', 'authenticated-orcid': False, 'given': 'Dafnis', 'family': 'Batalle', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
49,10.1101/2021.04.29.442004,12,bioRxiv,Bioinformatics,False,VirusTaxo: Taxonomic classification of virus genome using multi-class hierarchical classification by k-mer enrichment,"[{'given': 'Rajan Saha', 'family': 'Raju', 'sequence': 'first', 'affiliation': []}, {'given': 'Abdullah Al', 'family': 'Nahid', 'sequence': 'additional', 'affiliation': []}, {'given': 'Preonath', 'family': 'Shuvo', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6747-6191', 'authenticated-orcid': False, 'given': 'Rashedul', 'family': 'Islam', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
50,10.1101/2021.05.01.442223,12,bioRxiv,Bioinformatics,False,Linked machine learning classifiers improve species classification of fungi when using error-prone long-reads on extended metabarcodes,"[{'given': 'Tavish', 'family': 'Eenjes', 'sequence': 'first', 'affiliation': []}, {'given': 'Yiheng', 'family': 'Hu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Laszlo', 'family': 'Irinyi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Minh Thuy', 'family': 'Hoang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Lean', 'family': 'Smith', 'sequence': 'additional', 'affiliation': []}, {'given': 'Celeste', 'family': 'Linde', 'sequence': 'additional', 'affiliation': []}, {'given': 'Eric', 'family': 'Stone', 'sequence': 'additional', 'affiliation': []}, {'given': 'John P.', 'family': 'Rathjen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Benjamin', 'family': 'Mashford', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-6513-9834', 'authenticated-orcid': False, 'given': 'Benjamin', 'family': 'Schwessinger', 'sequence': 'additional', 'affiliation': []}]",2021-05-01
51,10.1101/2021.04.30.442149,11,bioRxiv,Genetics,False,A gene drive does not spread easily in populations of the honey bee parasite Varroa destructor,"[{'ORCID': 'http://orcid.org/0000-0003-0113-8135', 'authenticated-orcid': False, 'given': 'Nicky R.', 'family': 'Faber', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-1624-6067', 'authenticated-orcid': False, 'given': 'Adriaan B.', 'family': 'Meiborg', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-7287-4810', 'authenticated-orcid': False, 'given': 'Gus R.', 'family': 'McFarlane', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-8008-2787', 'authenticated-orcid': False, 'given': 'Gregor', 'family': 'Gorjanc', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-8722-272X', 'authenticated-orcid': False, 'given': 'Brock A.', 'family': 'Harpur', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
52,10.1101/2021.05.02.442289,11,bioRxiv,Neuroscience,False,Effects of short-term plasticity in early olfactory information processing in Drosophila,"[{'given': 'Yuxuan', 'family': 'Liu', 'sequence': 'first', 'affiliation': []}, {'given': 'Qianyi', 'family': 'Li', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-1474-3705', 'authenticated-orcid': False, 'given': 'Chao', 'family': 'Tang', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-8012-5687', 'authenticated-orcid': False, 'given': 'Shanshan', 'family': 'Qin', 'sequence': 'additional', 'affiliation': []}, {'given': 'Yuhai', 'family': 'Tu', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
53,10.1101/2021.04.30.441951,11,bioRxiv,Neuroscience,False,Neural dynamics between anterior insular cortex and right supramarginal gyrus dissociate genuine affect sharing from automatic responses to pretended pain,"[{'ORCID': 'http://orcid.org/0000-0003-4535-6636', 'authenticated-orcid': False, 'given': 'Yili', 'family': 'Zhao', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-9586-595X', 'authenticated-orcid': False, 'given': 'Lei', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-4947-7734', 'authenticated-orcid': False, 'given': 'Markus', 'family': 'Ruetgen', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-5986-1572', 'authenticated-orcid': False, 'given': 'Ronald', 'family': 'Sladky', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-5422-0653', 'authenticated-orcid': False, 'given': 'Claus', 'family': 'Lamm', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
54,10.1101/2021.05.03.442426,11,bioRxiv,Ecology,False,River phosphorus cycling constrains lake cyanobacteria blooms,"[{'given': 'Whitney M.', 'family': 'King', 'sequence': 'first', 'affiliation': []}, {'given': 'Susan E.', 'family': 'Curless', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6365-0762', 'authenticated-orcid': False, 'given': 'James M.', 'family': 'Hood', 'sequence': 'additional', 'affiliation': []}]",2021-05-03
55,10.1101/2021.04.29.441753,10,bioRxiv,Neuroscience,False,Movement-Preceding Neural Activity under Parametrically Varying Levels of Time Pressure,"[{'ORCID': 'http://orcid.org/0000-0002-6776-2304', 'authenticated-orcid': False, 'given': 'Bianca', 'family': 'Trovò', 'sequence': 'first', 'affiliation': []}, {'given': 'Yvonne', 'family': 'Visser', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-9832-6591', 'authenticated-orcid': False, 'given': 'Zafer', 'family': 'İşcan', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-2985-3253', 'authenticated-orcid': False, 'given': 'Aaron', 'family': 'Schurger', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
56,10.1101/2021.04.30.442137,10,bioRxiv,Plant Biology,False,Functional characterization of TANGLED1 interaction with PHRAGMOPLAST ORIENTING KINESIN1 during mitosis in Arabidopsis,"[{'ORCID': 'http://orcid.org/0000-0002-4354-6295', 'authenticated-orcid': False, 'given': 'Carolyn', 'family': 'Rasmussen', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-4881-6343', 'authenticated-orcid': False, 'given': 'Victoria H.', 'family': 'Morris', 'sequence': 'additional', 'affiliation': []}, {'given': 'Alison M', 'family': 'Mills', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
57,10.1101/2021.05.01.442262,10,bioRxiv,Molecular Biology,False,"The potential of aquatic haematophagous, liquidosomatophagous and macrophagous leeches as a tool for iDNA characterisation","[{'ORCID': 'http://orcid.org/0000-0003-4451-6642', 'authenticated-orcid': False, 'given': 'Christina', 'family': 'Lynggaard', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-5514-9748', 'authenticated-orcid': False, 'given': 'Alejandro', 'family': 'Oceguera-Figueroa', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-3200-6207', 'authenticated-orcid': False, 'given': 'Sebastian', 'family': 'Kvist', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-5805-7195', 'authenticated-orcid': False, 'given': 'M Thomas P', 'family': 'Gilbert', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7907-064X', 'authenticated-orcid': False, 'given': 'Kristine', 'family': 'Bohmann', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
58,10.1101/2021.04.27.21256139,10,medRxiv,Gastroenterology,False,"Rapid Identification and Phenotyping of Nonalcoholic Fatty Liver Disease Patients Using an Automated Algorithmic Approach in Diverse, Urban Healthcare Systems","[{'ORCID': 'http://orcid.org/0000-0001-5112-5880', 'authenticated-orcid': False, 'given': 'Anna O.', 'family': 'Basile', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-5063-9107', 'authenticated-orcid': False, 'given': 'Anurag', 'family': 'Verma', 'sequence': 'additional', 'affiliation': []}, {'given': 'Leigh Anne', 'family': 'Tang', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-4899-2160', 'authenticated-orcid': False, 'given': 'Marina', 'family': 'Serper', 'sequence': 'additional', 'affiliation': []}, {'given': 'Andrew', 'family': 'Scanga', 'sequence': 'additional', 'affiliation': []}, {'given': 'Ava', 'family': 'Farrell', 'sequence': 'additional', 'affiliation': []}, {'given': 'Brittney', 'family': 'Destin', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-0235-6994', 'authenticated-orcid': False, 'given': 'Rotonya M.', 'family': 'Carr', 'sequence': 'additional', 'affiliation': []}, {'given': 'Anuli', 'family': 'Anyanwu-Ofili', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-0111-1936', 'authenticated-orcid': False, 'given': 'Gunaretnam', 'family': 'Rajagopal', 'sequence': 'additional', 'affiliation': []}, {'given': 'Abraham', 'family': 'Krikhely', 'sequence': 'additional', 'affiliation': []}, {'given': 'Marc', 'family': 'Bessler', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-3035-9386', 'authenticated-orcid': False, 'given': 'Muredach P.', 'family': 'Reilly', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-1208-1720', 'authenticated-orcid': False, 'given': 'Marylyn D.', 'family': 'Ritchie', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-2004-5030', 'authenticated-orcid': False, 'given': 'Joshua', 'family': 'Denny', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-2700-2597', 'authenticated-orcid': False, 'given': 'Nicholas P.', 'family': 'Tatonetti', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0368-0860', 'authenticated-orcid': False, 'given': 'Julia', 'family': 'Wattacheril', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
59,10.1101/2021.04.28.21256277,10,medRxiv,Neurology,True,"Serum Neurofilament Light is Elevated in COVID-19 Positive Adults in the ICU and is Associated with Co-Morbid Cardiovascular Disease, Neurological Complications, and Acuity of Illness","[{'ORCID': 'http://orcid.org/0000-0003-4027-1545', 'authenticated-orcid': False, 'given': 'Meredith', 'family': 'Hay', 'sequence': 'first', 'affiliation': []}, {'given': 'Lee', 'family': 'Ryan', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7390-9918', 'authenticated-orcid': False, 'given': 'Matthew', 'family': 'Huentelman', 'sequence': 'additional', 'affiliation': []}, {'given': 'John', 'family': 'Konhilas', 'sequence': 'additional', 'affiliation': []}, {'given': 'Christina', 'family': 'Hoyer-Kimura', 'sequence': 'additional', 'affiliation': []}, {'given': 'Thomas G.', 'family': 'Beach', 'sequence': 'additional', 'affiliation': []}, {'given': 'Geidy E.', 'family': 'Serrano', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0705-3696', 'authenticated-orcid': False, 'given': 'Eric M.', 'family': 'Reiman', 'sequence': 'additional', 'affiliation': []}, {'given': 'Kaj', 'family': 'Blennow', 'sequence': 'additional', 'affiliation': []}, {'given': 'Zetterberg', 'family': 'Henrik', 'sequence': 'additional', 'affiliation': []}, {'given': 'Sairam', 'family': 'Parthasarathy', 'sequence': 'additional', 'affiliation': []}]",2021-05-02
60,10.1101/2021.04.29.441928,10,bioRxiv,Immunology,False,Enhancing and inhibitory motifs have coevolved to regulate CD4 activity,"[{'given': 'Mark S.', 'family': 'Lee', 'sequence': 'first', 'affiliation': []}, {'given': 'Peter J.', 'family': 'Tuohy', 'sequence': 'additional', 'affiliation': []}, {'given': 'Caleb', 'family': 'Kim', 'sequence': 'additional', 'affiliation': []}, {'given': 'Katrina', 'family': 'Lichauco', 'sequence': 'additional', 'affiliation': []}, {'given': 'Heather L.', 'family': 'Parrish', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-2985-0733', 'authenticated-orcid': False, 'given': 'Koenraad Van', 'family': 'Doorslaer', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0403-6313', 'authenticated-orcid': False, 'given': 'Michael S.', 'family': 'Kuhns', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
61,10.1101/2021.04.29.442040,9,bioRxiv,Bioengineering,False,Characterizing stored red blood cells using ultra-high throughput holographic cytometry,"[{'given': 'Han Sang', 'family': 'Park', 'sequence': 'first', 'affiliation': []}, {'given': 'Hillel', 'family': 'Price', 'sequence': 'additional', 'affiliation': []}, {'given': 'Silvia', 'family': 'Ceballos', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-3433-903X', 'authenticated-orcid': False, 'given': 'Jen-Tsan', 'family': 'Chi', 'sequence': 'additional', 'affiliation': []}, {'given': 'Adam', 'family': 'Wax', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
62,10.1101/2021.05.04.21256107,9,medRxiv,Occupational and Environmental Health,True,Environmental Screening for Surface SARS-CoV-2 Contamination in Urban High-Touch Areas,"[{'ORCID': 'http://orcid.org/0000-0001-8257-9324', 'authenticated-orcid': False, 'given': 'Lauren Roppolo', 'family': 'Brazell', 'sequence': 'first', 'affiliation': []}, {'given': 'Shawna', 'family': 'Stetz', 'sequence': 'additional', 'affiliation': []}, {'given': 'Adam', 'family': 'Hipp', 'sequence': 'additional', 'affiliation': []}, {'given': 'Samantha', 'family': 'Taylor', 'sequence': 'additional', 'affiliation': []}, {'given': 'Nicholas', 'family': 'Stark', 'sequence': 'additional', 'affiliation': []}, {'given': 'Katherine', 'family': 'Jensen', 'sequence': 'additional', 'affiliation': []}, {'given': 'Md Ariful', 'family': 'Islam Juel', 'sequence': 'additional', 'affiliation': []}, {'given': 'Patrick', 'family': 'Deegan', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-9207-0887', 'authenticated-orcid': False, 'given': 'Mariya', 'family': 'Munir', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-6490-0580', 'authenticated-orcid': False, 'given': 'Jessica', 'family': 'Schlueter', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jennifer', 'family': 'Weller', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-1288-9543', 'authenticated-orcid': False, 'given': 'Cynthia', 'family': 'Gibas', 'sequence': 'additional', 'affiliation': []}]",2021-05-04
63,10.1101/2021.04.30.442107,9,bioRxiv,Microbiology,False,Phylogeography of infectious disease: genetic diversity and connectivity of the Ostreid herpesvirus 1 population in France,"[{'ORCID': 'http://orcid.org/0000-0002-0879-8497', 'authenticated-orcid': False, 'given': 'Jean', 'family': 'Delmotte', 'sequence': 'first', 'affiliation': []}, {'given': 'Camille', 'family': 'Pelletier', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-3196-4537', 'authenticated-orcid': False, 'given': 'Benjamin', 'family': 'Morga', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-4180-9303', 'authenticated-orcid': False, 'given': 'Richard', 'family': 'Galinier', 'sequence': 'additional', 'affiliation': []}, {'given': 'Bruno', 'family': 'Petton', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-6078-0905', 'authenticated-orcid': False, 'given': 'Jean-Baptiste', 'family': 'Lamy', 'sequence': 'additional', 'affiliation': []}, {'given': 'Oliver', 'family': 'Kaltz', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6899-7052', 'authenticated-orcid': False, 'given': 'Jean-Christophe', 'family': 'Avarre', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-0861-7967', 'authenticated-orcid': False, 'given': 'Caroline', 'family': 'Montagnani', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-6138-1148', 'authenticated-orcid': False, 'given': 'Jean-Michel', 'family': 'Escoubas', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
64,10.1101/2021.05.04.442547,9,bioRxiv,Molecular Biology,False,Capacity to erase gene occlusion is a defining feature distinguishing naive from primed pluripotency,"[{'given': 'Kara M.', 'family': 'Foshay', 'sequence': 'first', 'affiliation': []}, {'given': 'Jae Hyun', 'family': 'Lee', 'sequence': 'additional', 'affiliation': []}, {'given': 'Li', 'family': 'Zhang', 'sequence': 'additional', 'affiliation': []}, {'given': 'Croydon J.', 'family': 'Fernandes', 'sequence': 'additional', 'affiliation': []}, {'given': 'Bohou', 'family': 'Wu', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jedidiah', 'family': 'Gaetz', 'sequence': 'additional', 'affiliation': []}, {'given': 'Samuel W.', 'family': 'Baker', 'sequence': 'additional', 'affiliation': []}, {'given': 'Timothy J.', 'family': 'Looney', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6049-6704', 'authenticated-orcid': False, 'given': 'Andy Peng', 'family': 'Xiang', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-5235-6410', 'authenticated-orcid': False, 'given': 'Guoping', 'family': 'Fan', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-6145-2217', 'authenticated-orcid': False, 'given': 'Bruce T.', 'family': 'Lahn', 'sequence': 'additional', 'affiliation': []}]",2021-05-04
65,10.1101/2021.04.29.441977,8,bioRxiv,Cancer Biology,False,Vitamin D Receptor Upregulates Tight Junction Protein Claudin-5 against Tumorigenesis,"[{'given': 'Yong-guo', 'family': 'Zhang', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-1562-5794', 'authenticated-orcid': False, 'given': 'Shari', 'family': 'Garrett', 'sequence': 'additional', 'affiliation': []}, {'given': 'Robert', 'family': 'Carroll', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-6857-7437', 'authenticated-orcid': False, 'given': 'Yinglin', 'family': 'Xia', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0001-7465-3133', 'authenticated-orcid': False, 'given': 'Jun', 'family': 'Sun', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
66,10.1101/2021.04.30.442156,8,bioRxiv,Cell Biology,False,Volumetric Semantic Instance Segmentation of the Plasma Membrane of HeLa Cells,"[{'ORCID': 'http://orcid.org/0000-0003-4424-0471', 'authenticated-orcid': False, 'given': 'Cefa', 'family': 'Karabağ', 'sequence': 'first', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-0994-5652', 'authenticated-orcid': False, 'given': 'Martin L.', 'family': 'Jones', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-9466-2018', 'authenticated-orcid': False, 'given': 'Constantino Carlos', 'family': 'Reyes-Aldasoro', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
67,10.1101/2021.04.30.442141,8,bioRxiv,Developmental Biology,False,Germline Sex Determination regulates sex-specific signaling between germline stem cells and their niche,"[{'ORCID': 'http://orcid.org/0000-0003-1518-1687', 'authenticated-orcid': False, 'given': 'Pradeep Kumar', 'family': 'Bhaskar', 'sequence': 'first', 'affiliation': []}, {'given': 'Sheryl', 'family': 'Southard', 'sequence': 'additional', 'affiliation': []}, {'given': 'Kelly', 'family': 'Baxter', 'sequence': 'additional', 'affiliation': []}, {'given': 'Mark', 'family': 'Van Doren', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
68,10.1101/2021.04.30.441093,8,bioRxiv,Biophysics,True,Allosteric Cross-Talk Among SARS-CoV-2 Spike’s Receptor-Binding Domain Mutations Triggers an Effective Hijacking of Human Cell Receptor,"[{'ORCID': 'http://orcid.org/0000-0002-8387-8956', 'authenticated-orcid': False, 'given': 'Angelo', 'family': 'Spinello', 'sequence': 'first', 'affiliation': []}, {'given': 'Andrea', 'family': 'Saltalamacchia', 'sequence': 'additional', 'affiliation': []}, {'given': 'Jure', 'family': 'Borišek', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-2003-1985', 'authenticated-orcid': False, 'given': 'Alessandra', 'family': 'Magistrato', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
69,10.1101/2021.04.29.21256267,8,medRxiv,Epidemiology,True,A snapshot of a pandemic: the interplay between social isolation and COVID-19 dynamics in Brazil,"[{'given': 'Cláudia', 'family': 'P. Ferreira', 'sequence': 'first', 'affiliation': []}, {'given': 'Diego', 'family': 'Marcondes', 'sequence': 'additional', 'affiliation': []}, {'given': 'Mariana P.', 'family': 'Melo', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0002-5284-0613', 'authenticated-orcid': False, 'given': 'Sérgio M.', 'family': 'Oliva', 'sequence': 'additional', 'affiliation': []}, {'given': 'Cláudia', 'family': 'M. Peixoto', 'sequence': 'additional', 'affiliation': []}, {'ORCID': 'http://orcid.org/0000-0003-2358-3221', 'authenticated-orcid': False, 'given': 'Pedro S.', 'family': 'Peixoto', 'sequence': 'additional', 'affiliation': []}]",2021-04-30
